state,municipality,address,banner,posted,type,region,group,link
NY,Penn Yan,252 Lake St,ACME Markets (former),11/27/2020,Snapshot,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/11/252-lake-st-penn-yan-ny.html
NY,Branchport,3736 NY-54A,Red & White (former),11/28/2020,Snapshot,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/11/3736-ny-54a-branchport-ny.html
NY,Prattsburgh,1 S Main St,Prattsburgh Market Place,11/29/2020,Tour,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,https://independent.marketreportblog.com/2020/11/tour-prattsburgh-market-place.html
NY,Hammondsport,22 Shethar St,Hammondsport Grocery,11/30/2020,Tour,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,https://independent.marketreportblog.com/2020/11/tour-hammondsport-grocery-hammondsport.html
NY,Bath,7183 NY-54,Save-A-Lot (former),12/1/2020,Snapshot,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/12/7183-ny-54-bath-ny.html
NY,Bath,121 Liberty St,A&P (former),12/2/2020,Update,FINGER LAKES,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/12/121-liberty-st-bath-ny.html
NY,Hornell,1000 NY-36 N,Wegmans,12/3/2020,Tour,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,https://www.marketreportblog.com/2020/12/tour-wegmans-hornell-ny.html
NY,Hornell,60 Center St,A&P (former),12/4/2020,Snapshot,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/12/60-center-st-hornell-ny.html
NY,Canisteo,56 W Main St,Canisteo ShurFine,12/5/2020,Tour,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,https://independent.marketreportblog.com/2020/12/tour-canisteo-shurfine-canisteo-ny.html
NY,Big Flats,84 Canal St,Miniers Supermarket,12/6/2020,Snapshot,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,https://independent.marketreportblog.com/2020/12/snapshot-miniers-supermarket-big-flats.html
NY,Owego,88 North Ave,John's Fine Foods,12/7/2020,Tour,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,https://independent.marketreportblog.com/2020/12/tour-johns-fine-foods-owego-ny.html
NY,Owego,1145 NY-17C,Tops Friendly Markets,12/8/2020,Snapshot,SOUTHERN TIER,FINGER LAKES & SOUTHERN TIER,https://www.marketreportblog.com/2020/12/snapshot-tops-friendly-markets-owego-ny.html
PA,Hallstead,25059 US-11,Big M Supermarkets (former),12/9/2020,Snapshot,NORTHEASTERN PA,FINGER LAKES & SOUTHERN TIER,http://groceryarchaeology.marketreportblog.com/2020/12/25059-us-11-hallstead-pa.html
NY,Pomona,1581 US-202,Stop & Shop,12/12/2020,Snapshot,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,https://www.marketreportblog.com/2020/12/snapshot-stop-shop-pomona-ny.html
NY,New City,66 N Main St,ShopRite,12/13/2020,Tour,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,https://www.marketreportblog.com/2020/12/tour-shoprite-new-city-ny.html
NY,New City,280 S Main St,A&P (former),12/14/2020,Snapshot,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,http://groceryarchaeology.marketreportblog.com/2020/12/280-s-main-st-new-city-ny.html
NY,New City,306 S Main St,Back to Earth Natural Foods,12/15/2020,Look Inside,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,https://independent.marketreportblog.com/2020/12/look-inside-back-to-earth-natural-foods.html
NY,Spring Valley,289 N Main St,Key Food Supermarkets,12/16/2020,Look Inside,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,https://www.marketreportblog.com/2020/12/tour-key-food-supermarkets-hillcrest.html
NY,Suffern,200 NY-59,Grand Union (former),12/17/2020,Look Inside,ROCKLAND / WESTCHESTER,ROCKLAND COUNTY,https://groceryarchaeology.marketreportblog.com/2020/12/200-ny-59-suffern-ny.html
NJ,Hewitt,1926 Union Valley Rd,A&P (former),12/19/2020,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2020/12/1926-union-valley-rd-hewitt-nj.html
NJ,Hewitt,1938 Union Valley Rd,Highlands Market by Shopwell,12/20/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/look-inside-highlands-market-by.html
NJ,West Milford,23 Marshall Hill Rd,ShopRite,12/21/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-shoprite-west-milford-nj.html
NJ,Ringwood,115 Skyline Dr,A&P (former),12/22/2020,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2020/12/115-skyline-dr-ringwood-ny.html
NJ,Ringwood,130 Skyline Dr,Stop & Shop,12/23/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-stop-shop-ringwood-nj.html
NJ,Mahwah,125 Franklin Tpk,ACME Markets,12/24/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-acme-markets-mahwah-nj.html
NJ,Ramsey,2 Interstate Shopping Ctr,ShopRite,12/25/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-shoprite-ramsey-nj.html
NJ,Ramsey,1 Triangle Plz,Uncle Giuseppe's ,12/26/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/snapshot-uncle-giuseppes-marketplace.html
NJ,Allendale,49 W Allendale Ave,A&P (former),12/27/2020,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2020/12/49-w-allendale-ave-allendale-nj.html
NJ,Allendale,45 De Mercurio Dr,ACME Markets,12/27/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-acme-markets-allendale-nj.html
NJ,Waldwick,19 Wyckoff Ave,Giant Farmers Market,12/28/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/tour-giant-farmers-market-waldwick-nj.html
NJ,Wyckoff,430 Greenwood Ave,ShopRite,12/29/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-shoprite-wyckoff-nj.html
NJ,North Haledon,1068 High Mountain Rd,The Fresh Grocer,12/30/2020,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/look-inside-fresh-grocer-north-haledon.html
NJ,Franklin Lakes,813 Franklin Lake Rd,Market Basket,12/31/2020,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/tour-market-basket-franklin-lakes-nj.html
NJ,Oakland,350 Ramapo Valley Rd,Oakland Giant Farmers Market,1/1/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/tour-oakland-giant-farmers-market.html
NJ,Oakland,14 Post Rd,ShopRite,1/2/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-shoprite-oakland-nj.html
NJ,Bloomingdale,78 Main St,Food World IGA,1/3/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/tour-food-world-supermarket.html
NJ,Pompton Plains,950 NJ-23,Circle 3 Farms,1/4/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2020/12/look-inside-circle-3-farms-pompton.html
NJ,Pompton Plains,500 NJ-23,Stop & Shop,1/5/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-stop-shop-pompton-plains-nj.html
NJ,Wayne,201 Berdan Ave,Corrado's,1/6/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/tour-corrados-market-wayne-nj.html
NJ,Wayne,1220 Hamburg Tpk,Stop & Shop,1/7/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/snapshot-stop-shop-wayne-nj.html
NJ,Wayne,54 Preakness Shopping Ctr,A&P (former),1/8/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/01/54-preakness-shopping-ctr-wayne-nj.html
NJ,Wayne,625 Hamburg Tpk,ShopRite,1/9/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-shoprite-wayne-nj.html
NJ,Haledon,408 Haledon Ave,Super Supermarket,1/10/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/tour-super-supermarket-haledon-nj.html
NJ,Wayne,1204 Preakness Ave,Whole Foods Market,1/11/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/look-inside-whole-foods-market-wayne-nj.html
NJ,Wayne,1466 NJ-23,Foodtown,1/12/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-foodtown-wayne-nj.html
NJ,Wayne,1491 NJ-23,A&P (former),1/13/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/01/1491-nj-23-wayne-nj.html
NJ,Midland Park,136 Lake St,ACME Markets,1/14/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-acme-markets-midland-park-nj.html
NJ,Midland Park,85 Godwin Ave,Kings Food Markets,1/15/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-kings-food-markets-midland-park-nj.html
NJ,Ridgewood,175 Franklin Ave,Stop & Shop,1/16/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-stop-shop-ridgewood-nj.html
NJ,Ridgewood,112 N Maple Ave,Kings Food Markets,1/17/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-kings-food-markets-ridgewood-nj.html
NJ,Glen Rock,288 Rock Rd,Kilroy's Wonder Market,1/18/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/tour-kilroys-wonder-market-glen-rock-nj.html
NJ,Paramus,859 NJ-17,Stop & Shop,1/19/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-stop-shop-paramus-nj.html
NJ,Washington,265 Pascack Rd,A&P (former),1/20/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/01/265-pascack-rd-washington-nj.html
NJ,Washington,315 Pascack Rd,Foodtown,1/21/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-foodtown-washington-nj.html
NJ,Washington,315 Pascack Rd,The Fresh Grocer,1/22/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-fresh-grocer-washington-nj.html
NJ,Hillsdale,381 Washington Ave,Kings Food Markets,1/23/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-kings-food-markets-hillsdale-nj.html
NJ,Hillsdale,372 Broadway,ShopRite,1/24/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-shoprite-hillsdale-nj.html
NJ,Park Ridge,199 Kinderkamack Rd,LIDL,1/25/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-lidl-park-ridge-nj.html
NJ,Old Tappan,216 Old Tappan Rd,Foodtown (former),1/26/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/01/216-old-tappan-rd-old-tappan-nj.html
NJ,River Vale,184 Rivervale Rd,Honey Dew Markets (former),1/27/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/01/184-rivervale-rd-river-vale-nj.html
NJ,Emerson,425 Old Hook Rd,ShopRite,1/28/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-shoprite-emerson-nj.html
NJ,Paramus,700 Paramus Park Mall,Stew Leonard's,1/29/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/tour-stew-leonards-paramus-nj.html
NJ,Paramus,404 NJ-17,Trader Joe's,1/30/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/snapshot-trader-joes-paramus-nj.html
NJ,Paramus,385 NJ-17,Go Fresh Produce Market,1/31/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/snapshot-go-fresh-produce-market.html
NJ,Cresskill,70 Union Ave,Kings Food Markets,2/1/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-kings-food-markets-cresskill-nj.html
NJ,Tenafly,34 W Railroad Ave,Stop & Shop,2/2/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-stop-shop-tenafly-nj.html
NJ,Tenafly,15 Highwood Ave,Tenafly Gourmet Farm,2/2/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-tenafly-gourmet-farm-tenafly-nj.html
NJ,Rochelle Park,220 W Passaic St,ShopRite,2/3/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/01/tour-shoprite-rochelle-park-nj.html
NJ,Fair Lawn,23-08 Broadway,Broadway Food Palace,2/4/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-jersey-farmers-market-fair.html
NJ,Fair Lawn,23-10 Broadway,Jersey Farm Market,2/4/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-broadway-food-palace-fair.html
NJ,Elmwood Park,58 Broadway,ACME Markets,2/5/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-acme-markets-elmwood-park-nj.html
NJ,Fair Lawn,12-64 River Rd,Amira International Market,2/6/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/look-inside-amira-international-market.html
NJ,Fair Lawn,1717 River Rd,ShopRite,2/7/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/22-maple-ave-fair-lawn-nj.html
NJ,Fair Lawn,22 Maple Ave,Pathmark (former),2/8/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/22-maple-ave-fair-lawn-nj.html
NJ,Paterson,82 E 15th St,A&P (former),2/9/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2020/12/82-e-15th-st-paterson-nj.html
NJ,Paterson,74-76 E 15th St,Bravo Supermarkets,2/9/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-bravo-supermarkets-bunker-hill.html
NJ,Paterson,444 Madison Ave,CTown Supermarkets,2/10/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/tour-ctown-supermarkets-wrigley-park.html
NJ,Paterson,494 Ellison St,Universal Supermarket,2/11/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/01/tour-universal-supermarket-paterson-nj.html
NJ,Paterson,498 E 30th St,Food Universe Marketplace,2/12/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/update-food-universe-marketplace.html
NJ,Clifton,1006 US-46,ACME Markets (former),2/13/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/1006-us-46-clifton-nj-part-1.html
NJ,Clifton,1006 US-46,Filstop (former),2/13/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/1006-us-46-clifton-nj-part-2.html
NJ,Clifton,1030 US-46,A&P (former),2/14/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/1030-us-46-clifton-nj.html
NJ,Woodland Park,1510 US-46,Fairway Market (former),2/15/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/1510-us-46-woodland-park-nj.html
NJ,Little Falls,171 Browertown Rd,ShopRite,2/16/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-shoprite-little-falls-nj.html
NJ,Clifton,1189 Broad St,Stop & Shop,2/17/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/snapshot-stop-shop-allwood-clifton-nj.html
NJ,Clifton,259 Allwood Rd,Trader Joe's,2/18/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/snapshot-trader-joes-clifton-nj.html
NJ,Passaic,119 Broadway,El Bodegon Supermarket,2/19/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-el-bodegon-supermarket-passaic-nj.html
NJ,Passaic,63 Broadway,City Fresh Market,2/20/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/snapshot-city-fresh-market-passaic-nj.html
NJ,Passaic,36 Broadway,Little Mexico Grocery Store,2/21/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/snapshot-little-mexico-grocery-store.html
NJ,Passaic,45 Garden St,Garden Supermarket,2/22/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-garden-supermarket-passaic-nj.html
NJ,Passaic,757 Main Ave,Mira Farm Market,2/23/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-mira-fruit-farm-passaic-nj.html
NJ,Passaic,36 Central Ave,Passaic Fresh Market (former),2/24/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/36-central-ave-passaic-nj.html
NJ,Passaic,315 Monroe St,Vela-Ber Market,2/25/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-vela-ber-market-passaic-nj.html
NJ,Passaic,297 Monroe St,Plaza Mexico,2/26/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-plaza-mexico-passaic-nj.html
NJ,Passaic,278 Monroe St,El Especial Supermarket,2/27/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-el-especial-supermarket-passaic-nj.html
NJ,Passaic,269 Monroe St,El Ideal Supermarket,2/28/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-el-ideal-supermarket-passaic-nj.html
NJ,Passaic,168 Jefferson St,ACME Markets (former),3/1/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/03/168-jefferson-st-passaic-nj.html
NJ,Passaic,161 Jefferson St,Compare Foods,3/2/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/tour-compare-foods-supermarket-passaic.html
NJ,Passaic,602 Main Ave,CTown Supermarkets,3/3/2021,Revisit,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2020/12/update-ctown-supermarkets-passaic-nj.html
NJ,Passaic,122 8th St,ShopRite (former),3/4/2021,Snapshot,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,http://groceryarchaeology.marketreportblog.com/2021/02/122-8th-st-passaic-nj.html
NJ,Passaic,100 8th St,El Mercado de la Ocho,3/5/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-el-mercado-de-la-ocho-passaic-nj.html
NJ,Clifton,85 Ackerman Ave,SuperFresh,3/6/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/look-inside-superfresh-clifton-nj.html
NJ,Garfield,59 Outwater Ln,Price Rite Marketplace,3/7/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-price-rite-marketplace-garfield-nj.html
NJ,Garfield,249 Midland Ave,Campesina Farm,3/8/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-campesina-farm-garfield-nj.html
NJ,Garfield,249 Midland Ave,Food Village Supermarket,3/8/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-food-village-super-market-garfield.html
NJ,Wood-Ridge,40 Rosie Sq,Market Fresh Supermarket,3/9/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-market-fresh-supermarket-wood.html
NJ,Lodi,175 Main St,ShopRite,3/10/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-shoprite-lodi-nj.html
NJ,Ridgefield Park,201 Main St,Village IGA,3/11/2021,Look Inside,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/look-inside-village-iga-ridgefield-park.html
NJ,Palisades Park,10 Depot Pl,ShopRite,3/12/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-shoprite-palisades-park-nj.html
NJ,Ridgefield,1 Remsen Pl,H&Y Marketplace,3/13/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-h-marketplace-ridgefield-nj.html
NJ,Ridgefield,543 Shaler Blvd,Superfood Marketplace,3/14/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-superfood-marketplace-ridgefield-nj.html
NJ,Ridgefield,321 Broad Ave,Hmart,3/15/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-h-mart-ridgefield-nj.html
NJ,Fairview,289 Bergen Blvd,City Supermarkets,3/16/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/02/tour-city-supermarket-fairview-nj.html
NJ,Edgewater,481 River Rd,ACME Markets,3/17/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/02/tour-acme-markets-edgewater-nj.html
NJ,Fort Lee,1214 Anderson Ave,Cafasso's Fairway Market,3/18/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/03/tour-cafassos-fairway-market-fort-lee-nj.html
NJ,Paterson,946 Market St,Food Fair La Gran Marqueta,3/19/2021,Update,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/update-food-fair-la-gran-marqueta.html
NJ,Paterson,498 E 30th St,Food Universe Marketplace,3/19/2021,Update,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/update-food-universe-marketplace.html
NJ,Ridgewood,112 N Maple Ave,Green Way Markets,3/19/2021,Tour,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://independent.marketreportblog.com/2021/03/special-report-green-way-markets.html
NJ,Paterson,465 Getty Ave,SuperFresh,3/19/2021,Update,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/update-superfresh-paterson-nj.html
NJ,Glen Rock,937 Lincoln Ave,SuperFresh,3/19/2021,Update,NORTHERN NJ,BERGEN & PASSAIC COUNTIES,https://www.marketreportblog.com/2021/03/update-superfresh-glen-rock-nj.html
NJ,Montclair,510 Valley Rd,ACME Markets,3/20/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/tour-acme-markets-montclair-nj.html
NJ,Montclair,650 Valley Rd,Kings Food Markets,3/21/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/tour-kings-food-markets-montclair-nj.html
NJ,Cedar Grove,597 Pompton Ave,Super Foodtown,3/22/2021,Look Inside,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/look-inside-foodtown-cedar-grove-nj.html
NJ,Cedar Grove,597 Pompton Ave,The Fresh Grocer,3/23/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/tour-fresh-grocer-cedar-grove-nj.html
NJ,Cedar Grove,387 Pompton Ave,ShopRite (former),3/24/2021,Snapshot,NORTHERN NJ,ESSEX COUNTY,http://groceryarchaeology.marketreportblog.com/2021/03/387-pompton-ave-cedar-grove-nj.html
NJ,Verona,265 Pompton Ave,Kings Food Markets,3/25/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/tour-kings-food-markets-verona-nj.html
NJ,Fairfield,480 US-46,Corrado's Market,3/26/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://independent.marketreportblog.com/2021/03/tour-corrados-market-fairfield-nj.html
NJ,West Caldwell,875 Bloomfield Ave W,Stop & Shop,3/27/2021,Tour,NORTHERN NJ,ESSEX COUNTY,https://www.marketreportblog.com/2021/03/snapshot-stop-shop-west-caldwell-nj.html
NJ,West Caldwell,775 Bloomfield Ave,ACME Markets (former),3/28/2021,Snapshot,NORTHERN NJ,ESSEX COUNTY,http://groceryarchaeology.marketreportblog.com/2021/03/775-bloomfield-ave-west-caldwell-nj.html
NJ,West Caldwell,560 Passaic Ave,A&P (former),3/29/2021,Snapshot,NORTHERN NJ,ESSEX COUNTY,http://groceryarchaeology.marketreportblog.com/2021/03/560-passaic-ave-west-caldwell-nj.html
